parish_name,parish_code,ever_iline
LÖVESTADS FÖRSAMLING,126510000,0
FRÄNNINGE FÖRSAMLING,126511000,0
VOLLSJÖ FÖRSAMLING,126512000,0
BRANDSTADS FÖRSAMLING,126513000,0
ÖVEDS FÖRSAMLING,126514000,0
ÖSTRA KÄRRSTORPS FÖRSAMLING,126515000,0
HÖRBY FÖRSAMLING,126602000,0
ÖSTRA SALLERUPS FÖRSAMLING,126603000,0
LÅNGARÖDS FÖRSAMLING,126604000,0
SVENSKÖPS FÖRSAMLING,126605000,0
ÄSPINGE FÖRSAMLING,126606000,0
SÖDRA RÖRUMS FÖRSAMLING,126607000,0
FULLTOFTA FÖRSAMLING,126608000,0
LYBY FÖRSAMLING,126609000,0
ÖSTRABY FÖRSAMLING,126610000,0
VÄSTERSTADS FÖRSAMLING,126611000,0
HÖÖRS FÖRSAMLING,126702000,0
GUDMUNTORPS FÖRSAMLING,126703000,0
BOSJÖKLOSTERS FÖRSAMLING,126704000,0
MUNKARPS FÖRSAMLING,126705000,0
HALLARÖDS FÖRSAMLING,126706000,0
NORRA RÖRUMS FÖRSAMLING,126707000,0
TJÖRNARPS FÖRSAMLING,126708000,0
MALMÖ SANKT PETRI FÖRSAMLING,128001000,0
MALMÖ SANKT PAULI FÖRSAMLING,128004000,0
LIMHAMNS FÖRSAMLING,128007000,0
FOSIE FÖRSAMLING,128008000,0
VÄSTRA SKRÄVLINGE FÖRSAMLING,128009000,0
HUSIE FÖRSAMLING,128010000,0
SÖDRA SALLERUPS FÖRSAMLING,128011000,0
OXIE FÖRSAMLING,128014000,0
GLOSTORPS FÖRSAMLING,128014002,0
LOCKARPS FÖRSAMLING,128014003,0
BUNKEFLO FÖRSAMLING,128019000,0
VÄSTRA KLAGSTORPS FÖRSAMLING,128020000,0
TYGELSJÖ FÖRSAMLING,128021000,0
LUNDS DOMKYRKOFÖRSAMLING,128101000,0
LUNDS LANDSFÖRSAMLING,128101003,0
SANKT PETERS KLOSTERS FÖRSAMLING,128102000,0
STORA RÅBY FÖRSAMLING,128103000,0
NORRA NÖBBELÖVS FÖRSAMLING,128105000,0
VALLKÄRRA FÖRSAMLING,128106000,0
STÅNGBY FÖRSAMLING,128107000,0
VÄSTRA HOBY FÖRSAMLING,128108000,0
HÅSTADS FÖRSAMLING,128109000,0
IGELÖSA FÖRSAMLING,128110000,0
ODARSLÖVS FÖRSAMLING,128111000,0
HARDEBERGA FÖRSAMLING,128112000,0
SÖDRA SANDBY FÖRSAMLING,128113000,0
REVINGE FÖRSAMLING,128114000,0
HÄLLESTADS FÖRSAMLING M LÄN,128115000,0
DALBY FÖRSAMLING M LÄN,128116000,0
BONDERUPS FÖRSAMLING,128117000,0
GÖDELÖVS FÖRSAMLING,128118000,0
LYNGBY FÖRSAMLING,128119000,0
GENARPS FÖRSAMLING,128120000,0
VEBERÖDS FÖRSAMLING,128121000,0
VOMBS FÖRSAMLING,128122000,0
SILVÅKRA FÖRSAMLING,128123000,0
LANDSKRONA FÖRSAMLING,128201000,0
SANKT IBBS FÖRSAMLING,128202000,0
ANNELÖVS FÖRSAMLING,128203000,0
SAXTORPS FÖRSAMLING,128204000,0
TOFTA FÖRSAMLING M LÄN,128205000,0
ASMUNDTORPS FÖRSAMLING,128206000,0
GLUMSLÖVS FÖRSAMLING,128207000,0
HÄRSLÖVS FÖRSAMLING,128208000,0
SÄBY FÖRSAMLING M LÄN,128209000,0
VADENSJÖ FÖRSAMLING,128210000,0
ÖRJA FÖRSAMLING,128211000,0
HELSINGBORGS MARIA FÖRSAMLING,128301000,0
RAUS FÖRSAMLING,128303000,0
VÄLINGE FÖRSAMLING,128304000,0
KATTARPS FÖRSAMLING,128305000,0
ALLERUMS FÖRSAMLING,128306000,0
FLENINGE FÖRSAMLING,128307000,0
KROPPS FÖRSAMLING,128308000,0
VÄLLUVS FÖRSAMLING,128309000,0
FRILLESTADS FÖRSAMLING,128310000,0
HÄSSLUNDA FÖRSAMLING,128311000,0
MÖRARPS FÖRSAMLING,128312000,0
BÅRSLÖVS FÖRSAMLING,128313000,0
OTTARPS FÖRSAMLING,128314000,0
FJÄRESTADS FÖRSAMLING,128315000,0
KVISTOFTA FÖRSAMLING,128316000,0
HÖGANÄS FÖRSAMLING,128401000,0
VÄSBY FÖRSAMLING,128402000,0
VIKENS FÖRSAMLING,128403000,0
BRUNNBY FÖRSAMLING,128404000,0
JONSTORPS FÖRSAMLING,128405000,0
FARHULTS FÖRSAMLING,128406000,0
ESLÖVS FÖRSAMLING,128501000,0
REMMARLÖVS FÖRSAMLING,128501002,0
STEHAGS FÖRSAMLING,128502000,0
BOSARPS FÖRSAMLING,128503000,0
TROLLENÄS FÖRSAMLING,128504000,0
VÄSTRA STRÖ FÖRSAMLING,128505000,0
ÖRTOFTA FÖRSAMLING,128507000,0
BILLINGE FÖRSAMLING,128508000,0
HURVA FÖRSAMLING,128509000,0
RESLÖVS FÖRSAMLING,128511000,0
ÖSTRA KARABY FÖRSAMLING,128512000,0
HÖGSERÖDS FÖRSAMLING,128513000,0
HARLÖSA FÖRSAMLING,128514000,0
HAMMARLUNDA FÖRSAMLING,128515000,0
HOLMBY FÖRSAMLING,128516000,0
GÅRDSTÅNGA FÖRSAMLING,128517000,0
SKEGLINGE FÖRSAMLING,128518000,0
BORLUNDA FÖRSAMLING,128519000,0
SKARHULTS FÖRSAMLING,128520000,0
ÖSTRA STRÖ FÖRSAMLING,128521000,0
YSTADS FÖRSAMLING,128601000,0
SKÅRBY FÖRSAMLING,128602000,0
SJÖRUPS FÖRSAMLING,128603000,0
SNÅRESTADS FÖRSAMLING,128604000,0
BALKÅKRA FÖRSAMLING,128605000,0
BJÄRESJÖ FÖRSAMLING,128606000,0
HEDESKOGA FÖRSAMLING,128607000,0
BROMMA FÖRSAMLING M LÄN,128608000,0
ÖJA FÖRSAMLING M LÄN,128609000,0
STORA HERRESTADS FÖRSAMLING,128610000,0
STORA KÖPINGE FÖRSAMLING,128611000,0
HÖGESTADS FÖRSAMLING,128612000,0
BORRIE FÖRSAMLING,128613000,0
SÖVESTADS FÖRSAMLING,128614000,0
BALDRINGE FÖRSAMLING,128615000,0
HÖRUPS FÖRSAMLING,128616000,0
LÖDERUPS FÖRSAMLING,128617000,0
VALLEBERGA FÖRSAMLING,128618000,0
INGELSTORPS FÖRSAMLING,128619000,0
GLEMMINGE FÖRSAMLING,128620000,0
TRELLEBORGS FÖRSAMLING,128701000,0
MAGLARPS FÖRSAMLING,128702000,0
VÄSTRA TOMMARPS FÖRSAMLING,128703000,0
VÄSTRA VEMMERLÖVS FÖRSAMLING,128704000,0
HAMMARLÖVS FÖRSAMLING,128705000,0
SKEGRIE FÖRSAMLING,128706000,0
BODARPS FÖRSAMLING,128707000,0
FUGLIE FÖRSAMLING,128708000,0
VÄSTRA ALSTADS FÖRSAMLING,128710001,0
FRU ALSTADS FÖRSAMLING,128710002,0
LILLA SLÅGARPS FÖRSAMLING,128710003,0
STORA SLÅGARPS FÖRSAMLING,128710004,0
GYLLE FÖRSAMLING,128713000,0
KYRKOKÖPINGE FÖRSAMLING,128714000,0
DALKÖPINGE FÖRSAMLING,128715000,0
GISLÖVS FÖRSAMLING,128716000,0
SIMLINGE FÖRSAMLING,128717000,0
BÖSARPS FÖRSAMLING,128718000,0
SÖDRA ÅBY FÖRSAMLING,128719000,0
LILLA ISIE FÖRSAMLING,128720000,0
ÖSTRA TORPS FÖRSAMLING,128721000,0
HEMMESDYNGE FÖRSAMLING,128722000,0
ÖSTRA KLAGSTORPS FÖRSAMLING,128723000,0
ÄSPÖ FÖRSAMLING,128724000,0
LILLA BEDDINGE FÖRSAMLING,128725000,0
TULLSTORPS FÖRSAMLING,128726000,0
KÄLLSTORPS FÖRSAMLING,128727000,0
ÖNNARPS FÖRSAMLING,128728000,0
GÄRDSLÖVS FÖRSAMLING,128729000,0
GRÖNBY FÖRSAMLING,128730000,0
ANDERSLÖVS FÖRSAMLING,128731000,0
TORUPS FÖRSAMLING,131501000,0
KINNAREDS FÖRSAMLING,131502000,0
DRÄNGSEREDS FÖRSAMLING,131503000,0
LÅNGARYDS FÖRSAMLING,131504000,0
FÄRGARYDS FÖRSAMLING,131505000,0
FEMSJÖ FÖRSAMLING,131506000,0
SÖDRA UNNARYDS FÖRSAMLING,131507000,0
JÄLLUNTOFTA FÖRSAMLING,131508000,0
SANKT NIKOLAI FÖRSAMLING,138001000,0
SNÖSTORPS FÖRSAMLING,138003000,0
BREAREDS FÖRSAMLING,138004000,0
TÖNNERSJÖ FÖRSAMLING,138006000,0
ELDSBERGA FÖRSAMLING,138007000,0
TRÖNNINGE FÖRSAMLING,138008000,0
SÖNDRUMS FÖRSAMLING,138009000,0
VAPNÖ FÖRSAMLING,138010000,0
HARPLINGE FÖRSAMLING,138011000,0
STENINGE FÖRSAMLING,138012000,0
RÄVINGE FÖRSAMLING,138013000,0
GETINGE FÖRSAMLING,138014000,0
KVIBILLE FÖRSAMLING,138015000,0
HOLMS FÖRSAMLING N LÄN,138016000,0
SLÄTTÅKRA FÖRSAMLING,138017000,0
ÖVRABY FÖRSAMLING N LÄN,138018000,0
ENSLÖVS FÖRSAMLING,138019000,0
LAHOLMS STADSFÖRSAMLING,138101001,0
LAHOLMS LANDSFÖRSAMLING,138101002,0
VÅXTORPS FÖRSAMLING,138103000,0
HASSLÖVS FÖRSAMLING,138104000,0
SKUMMESLÖVS FÖRSAMLING,138105000,0
HISHULTS FÖRSAMLING,138106000,0
RÄNNESLÖVS FÖRSAMLING,138107000,0
YSBY FÖRSAMLING,138108000,0
KNÄREDS FÖRSAMLING,138109000,0
TJÄRBY FÖRSAMLING,138110000,0
VEINGE FÖRSAMLING,138111000,0
FALKENBERGS FÖRSAMLING,138201000,0
SKREA FÖRSAMLING,138202000,0
ABILDS FÖRSAMLING,138203000,0
ASIGE FÖRSAMLING,138204000,0
ÅRSTADS FÖRSAMLING,138205000,0
SLÖINGE FÖRSAMLING,138206000,0
EFTRA FÖRSAMLING,138207000,0
STAFSINGE FÖRSAMLING,138208000,0
MORUPS FÖRSAMLING,138209000,0
LJUNGBY FÖRSAMLING N LÄN,138210000,0
VINBERGS FÖRSAMLING,138211000,0
ALFSHÖGS FÖRSAMLING,138212000,0
VESSIGE FÖRSAMLING,138213000,0
ASKOME FÖRSAMLING,138214000,0
KÖINGE FÖRSAMLING,138215000,0
SVARTRÅ FÖRSAMLING,138216000,0
OKOME FÖRSAMLING,138217000,0
GÄLLAREDS FÖRSAMLING,138218000,0
KROGSEREDS FÖRSAMLING,138219000,0
GUNNARPS FÖRSAMLING,138220000,0
FAGEREDS FÖRSAMLING,138221000,0
KÄLLSJÖ FÖRSAMLING,138222000,0
ULLAREDS FÖRSAMLING,138223000,0
ÄLVSEREDS FÖRSAMLING,138224000,0
VARBERGS FÖRSAMLING,138301000,0
TRÄSLÖVS FÖRSAMLING,138302000,0
NÖSSLINGE FÖRSAMLING,138303000,0
SKÄLLINGE FÖRSAMLING,138304000,0
ROLFSTORPS FÖRSAMLING,138305000,0
GÖDESTADS FÖRSAMLING,138306000,0
HUNNESTADS FÖRSAMLING,138307000,0
GRIMETONS FÖRSAMLING,138308000,0
DAGSÅS FÖRSAMLING,138309000,0
SIBBARPS FÖRSAMLING,138310000,0
TVÅÅKERS FÖRSAMLING,138311000,0
SPANNARPS FÖRSAMLING,138312000,0
LINDBERGS FÖRSAMLING,138313000,0
TORPA FÖRSAMLING N LÄN,138314000,0
VALINGE FÖRSAMLING,138315000,0
STAMNAREDS FÖRSAMLING,138316000,0
SÄLLSTORPS FÖRSAMLING,138317000,0
ÅS FÖRSAMLING N LÄN,138318000,0
VEDDIGE FÖRSAMLING,138319000,0
VÄRÖ FÖRSAMLING,138320000,0
STRÅVALLA FÖRSAMLING,138321000,0
GRIMMAREDS FÖRSAMLING,138322000,0
KARL GUSTAVS FÖRSAMLING,138323000,0
KUNGSÄTERS FÖRSAMLING,138324000,0
GUNNARSJÖ FÖRSAMLING,138325000,0
KUNGSBACKA FÖRSAMLING,138401000,0
TÖLÖ FÖRSAMLING,138402000,0
ÄLVSÅKERS FÖRSAMLING,138403000,0
VALLDA FÖRSAMLING,138404000,0
SLÄPS FÖRSAMLING,138405000,0
FRILLESÅS FÖRSAMLING,138406000,0
LANDA FÖRSAMLING N LÄN,138407000,0
ÖLMEVALLA FÖRSAMLING,138408000,0
GÄLLINGE FÖRSAMLING,138409000,0
IDALA FÖRSAMLING,138410000,0
FÖRLANDA FÖRSAMLING,138411000,0
FJÄRÅS FÖRSAMLING,138412000,0
HANHALS FÖRSAMLING,138413000,0
ONSALA FÖRSAMLING,138414000,0
HÄRRYDA FÖRSAMLING,140101000,0
LANDVETTERS FÖRSAMLING,140102000,0
RÅDA FÖRSAMLING O LÄN,140103000,0
BJÖRKETORPS FÖRSAMLING,140104000,0
PARTILLE FÖRSAMLING,140271000,0
ÖCKERÖ FÖRSAMLING,140701000,0
SPEKERÖDS FÖRSAMLING,141501000,0
NORUMS FÖRSAMLING,141502000,0
ÖDSMÅLS FÖRSAMLING,141503000,0
UCKLUMS FÖRSAMLING,141504000,0
JÖRLANDA FÖRSAMLING,141505000,0
VALLA FÖRSAMLING,141901000,0
STENKYRKA FÖRSAMLING O LÄN,141902000,0
RÖNNÄNGS FÖRSAMLING,141903000,0
KLÄDESHOLMENS FÖRSAMLING,141904000,0
KLÖVEDALS FÖRSAMLING,141905000,0
TEGNEBY FÖRSAMLING,142101000,0
RÖRA FÖRSAMLING,142102000,0
STALA FÖRSAMLING,142103000,0
LÅNGELANDA FÖRSAMLING,142104000,0
MYCKLEBY FÖRSAMLING,142105000,0
TORPS FÖRSAMLING O LÄN,142106000,0
MOLLÖSUNDS FÖRSAMLING,142107000,0
KÄRINGÖNS FÖRSAMLING,142108000,0
GULLHOLMENS FÖRSAMLING,142109000,0
MORLANDA FÖRSAMLING,142110000,0
KUNGSHAMNS FÖRSAMLING,142701000,0
ASKUMS FÖRSAMLING,142703000,0
TOSSENE FÖRSAMLING,142706000,0
FOSS FÖRSAMLING,143001000,0
HÅBY FÖRSAMLING,143002000,0
VALBO RYRS FÖRSAMLING,143003000,0
BÄRFENDALS FÖRSAMLING,143004000,0
SVARTEBORGS FÖRSAMLING,143005000,0
HEDE FÖRSAMLING O LÄN,143006000,0
SANNE FÖRSAMLING,143007000,0
KROKSTADS FÖRSAMLING,143008000,0
LURS FÖRSAMLING,143503000,0
NAVERSTADS FÖRSAMLING,143504000,0
MO FÖRSAMLING O LÄN,143505000,0
BOTTNA FÖRSAMLING,143508000,0
SVENNEBY FÖRSAMLING,143509000,0
KVILLE FÖRSAMLING,143571000,0
TANUMS FÖRSAMLING,143572000,0
DOMKYRKOFÖRSAMLINGEN I GÖTEBORG,148001000,0
NYLÖSE FÖRSAMLING,148004000,0
GÖTEBORGS HAGA FÖRSAMLING,148010000,0
GÖTEBORGS MASTHUGGS FÖRSAMLING,148012000,0
GÖTEBORGS KARL JOHANS FÖRSAMLING,148013000,0
ÖRGRYTE FÖRSAMLING,148016000,0
LUNDBY FÖRSAMLING O LÄN,148017000,0
BACKA FÖRSAMLING,148020000,0
VÄSTRA FRÖLUNDA FÖRSAMLING,148022000,0
ANGEREDS FÖRSAMLING,148026000,0
BERGUMS FÖRSAMLING,148027000,0
TORSLANDA FÖRSAMLING,148028000,0
BJÖRLANDA FÖRSAMLING,148029000,0
TUVE FÖRSAMLING,148030000,0
SÄVE FÖRSAMLING,148031000,0
RÖDBO FÖRSAMLING,148035000,0
ASKIMS FÖRSAMLING,148036000,0
STYRSÖ FÖRSAMLING,148037000,0
FÄSSBERGS FÖRSAMLING,148101000,0
KÅLLEREDS FÖRSAMLING,148102000,0
LINDOME FÖRSAMLING,148103000,0
KUNGÄLVS FÖRSAMLING,148201000,0
MARSTRANDS FÖRSAMLING,148203000,0
HARESTADS FÖRSAMLING,148204000,0
TORSBY FÖRSAMLING,148205000,0
LYCKE FÖRSAMLING,148206000,0
YTTERBY FÖRSAMLING,148207000,0
ROMELANDA FÖRSAMLING,148208000,0
KAREBY FÖRSAMLING,148209000,0
HÅLTA FÖRSAMLING,148210000,0
SOLBERGA FÖRSAMLING O LÄN,148211000,0
LYSEKILS FÖRSAMLING,148401000,0
LYSE FÖRSAMLING,148402000,0
SKAFTÖ FÖRSAMLING,148403000,0
BRO FÖRSAMLING O LÄN,148404000,0
BRASTADS FÖRSAMLING,148405000,0
UDDEVALLA FÖRSAMLING,148501000,1
GRINNERÖDS FÖRSAMLING,148502000,0
LJUNGS FÖRSAMLING O LÄN,148503000,0
RESTERÖDS FÖRSAMLING,148504000,0
FORSHÄLLA FÖRSAMLING,148505000,0
DRAGSMARKS FÖRSAMLING,148506000,0
BOKENÄS FÖRSAMLING,148507000,0
HÖGÅS FÖRSAMLING,148508000,0
SKREDSVIKS FÖRSAMLING,148509000,0
HERRESTADS FÖRSAMLING O LÄN,148510000,0
LANE RYRS FÖRSAMLING,148511000,0
STRÖMSTADS FÖRSAMLING,148601000,0
SKEE FÖRSAMLING,148602000,0
NÄSINGE FÖRSAMLING,148604000,0
LOMMELANDS FÖRSAMLING,148605000,0
HOGDALS FÖRSAMLING,148606000,0
TJÄRNÖ FÖRSAMLING,148607000,0
HÅBOLS FÖRSAMLING,150401000,0
NÖSSEMARKS FÖRSAMLING,150402000,0
DALS EDS FÖRSAMLING,150403000,0
TÖFTEDALS FÖRSAMLING,150404000,0
GESÄTERS FÖRSAMLING,150405000,0
RÖLANDA FÖRSAMLING,150406000,0
FÄRGELANDA FÖRSAMLING,150701000,0
ÖDEBORGS FÖRSAMLING,150702000,0
TORPS FÖRSAMLING P LÄN,150703000,0
JÄRBO FÖRSAMLING P LÄN,150704000,0
RÅGGÄRDS FÖRSAMLING,150705000,0
LERDALS FÖRSAMLING,150706000,0
RÄNNELANDA FÖRSAMLING,150707000,0
HÖGSÄTERS FÖRSAMLING,150708000,0
NÖDINGE FÖRSAMLING,152101000,0
HÅLANDA FÖRSAMLING,152102000,0
SKEPPLANDA FÖRSAMLING,152103000,0
KILANDA FÖRSAMLING,152104000,0
STARRKÄRRS FÖRSAMLING,152105000,0
LERUMS FÖRSAMLING,152401000,0
SKALLSJÖ FÖRSAMLING,152402000,0
STORA LUNDBY FÖRSAMLING,152403000,0
ÖSTADS FÖRSAMLING,152404000,0
LENA FÖRSAMLING P LÄN,152701000,0
BERGSTENA FÖRSAMLING,152702000,0
FULLESTADS FÖRSAMLING,152703000,0
SIENE FÖRSAMLING,152704000,0
HORLA FÖRSAMLING,152705000,0
HOLS FÖRSAMLING,152706000,0
SKOGSBYGDENS FÖRSAMLING,152707000,0
NÅRUNGA FÖRSAMLING,152708000,0
LJURS FÖRSAMLING,152709000,0
ORNUNGA FÖRSAMLING,152710000,0
ASKLANDA FÖRSAMLING,152711000,0
KVINNESTADS FÖRSAMLING,152712000,0
ALGUTSTORPS FÖRSAMLING,152713000,0
KULLINGS SKÖVDE FÖRSAMLING,152714000,0
TUMBERGS FÖRSAMLING,152714002,0
SÖDRA HÄRENE FÖRSAMLING,152715000,0
LANDA FÖRSAMLING P LÄN,152717000,0
TRANEMO FÖRSAMLING,155201000,0
AMBJÖRNARPS FÖRSAMLING,155202000,0
SJÖTOFTA FÖRSAMLING,155203000,0
MOSSEBO FÖRSAMLING,155204000,0
SÖDRA ÅSARPS FÖRSAMLING,155205000,0
LÄNGHEMS FÖRSAMLING,155206000,0
MÅNSTADS FÖRSAMLING,155207000,0
NITTORPS FÖRSAMLING,155208000,0
LJUNGSARPS FÖRSAMLING,155209000,0
ÖLSREMMA FÖRSAMLING,155210000,0
DALSTORPS FÖRSAMLING,155211000,0
HULAREDS FÖRSAMLING,155212000,0
ÄRTEMARKS FÖRSAMLING,156001000,0
LAXARBY FÖRSAMLING,156003000,0
VÅRVIKS FÖRSAMLING,156004000,0
TORRSKOGS FÖRSAMLING,156005000,0
STENEBY FÖRSAMLING,156006000,0
TISSELSKOGS FÖRSAMLING,156007000,0
ÖDSKÖLTS FÖRSAMLING,156008000,0
BÄCKE FÖRSAMLING,156009000,0
HOLMS FÖRSAMLING P LÄN,156101000,0
JÄRNS FÖRSAMLING,156102000,0
GRINSTADS FÖRSAMLING,156103000,0
ERIKSTADS FÖRSAMLING,156104000,0
BOLSTADS FÖRSAMLING,156105000,0
ÖRS FÖRSAMLING P LÄN,156106000,0
GUNNARSNÄS FÖRSAMLING,156107000,0
DALSKOGS FÖRSAMLING,156108000,0
SKÅLLERUDS FÖRSAMLING,156109000,0
FUXERNA FÖRSAMLING,156201000,0
ÅSBRÄCKA FÖRSAMLING,156202000,0
TUNGE FÖRSAMLING,156203000,0
SANKT PEDERS FÖRSAMLING,156204000,0
ALE SKÖVDE FÖRSAMLING,156205000,0
VÄSTERLANDA FÖRSAMLING,156206000,0
HJÄRTUMS FÖRSAMLING,156207000,0
KINNA FÖRSAMLING,156301000,0
SÄTILA FÖRSAMLING,156304000,0
HYSSNA FÖRSAMLING,156305000,0
SKEPHULTS FÖRSAMLING,156306000,0
FRITSLA FÖRSAMLING,156307000,0
HAJOMS FÖRSAMLING,156308000,0
BERGHEMS FÖRSAMLING,156309000,0
FOTSKÄLS FÖRSAMLING,156310000,0
TOSTAREDS FÖRSAMLING,156311000,0
SURTEBY FÖRSAMLING,156312001,0
KATTUNGA FÖRSAMLING,156312002,0
ÖXNEVALLA FÖRSAMLING,156313000,0
HORREDS FÖRSAMLING,156314000,0
ISTORPS FÖRSAMLING,156315000,0
ÄLEKULLA FÖRSAMLING,156316000,0
TORESTORPS FÖRSAMLING,156317000,0
ÖXABÄCKS FÖRSAMLING,156318000,0
ÖRBY FÖRSAMLING,156371000,0
SVENLJUNGA FÖRSAMLING,156501000,0
HOLSLJUNGA FÖRSAMLING,156502000,0
MJÖBÄCKS FÖRSAMLING,156503000,0
MÅRDAKLEVS FÖRSAMLING,156504000,0
KALVS FÖRSAMLING,156505000,0
ÖSTRA FRÖLUNDA FÖRSAMLING,156506000,0
HÅCKSVIKS FÖRSAMLING,156507000,0
ÖRSÅS FÖRSAMLING,156508000,0
REVESJÖ FÖRSAMLING,156509000,0
REDSLAREDS FÖRSAMLING,156510000,0
ULLASJÖ FÖRSAMLING,156511000,0
SEXDREGA FÖRSAMLING,156512000,0
ROASJÖ FÖRSAMLING,156513000,0
HILLAREDS FÖRSAMLING,156514000,0
BRÅTTENSBY FÖRSAMLING,156601000,0
EGGVENA FÖRSAMLING,156602000,0
FÖLENE FÖRSAMLING,156603000,0
REMMENE FÖRSAMLING,156604000,0
HERRLJUNGA FÖRSAMLING,156606000,0
TARSLEDS FÖRSAMLING,156606002,0
HUDENE FÖRSAMLING,156607000,0
KÄLLUNGA FÖRSAMLING,156608000,0
MJÄLDRUNGA FÖRSAMLING,156609000,0
ERIKSBERGS FÖRSAMLING,156610000,0
SKÖLVENE FÖRSAMLING,156611000,0
NORRA SÄMS FÖRSAMLING,156611002,0
SÖDRA BJÖRKE FÖRSAMLING,156612000,0
JÄLLBY FÖRSAMLING,156613000,0
GRUDE FÖRSAMLING,156614000,0
VESENE FÖRSAMLING,156615000,0
MOLLA FÖRSAMLING,156616000,0
ODS FÖRSAMLING,156617000,0
HOVS FÖRSAMLING P LÄN,156618000,0
ALBOGA FÖRSAMLING,156620000,0
BRODDARPS FÖRSAMLING,156621000,0
ÖRA FÖRSAMLING,156622000,0
VÄNERSBORGS FÖRSAMLING,158001000,1
VASSÄNDA NAGLUMS FÖRSAMLING,158001002,1
VÄNE RYRS FÖRSAMLING,158002000,1
GESTADS FÖRSAMLING,158003000,0
BRÅLANDA FÖRSAMLING,158004000,0
SUNDALS RYRS FÖRSAMLING,158005000,0
FRÄNDEFORS FÖRSAMLING,158006000,0
VÄNERSNÄS FÖRSAMLING,158007000,0
VÄSTRA TUNHEMS FÖRSAMLING,158009000,1
TROLLHÄTTANS FÖRSAMLING,158101000,1
NORRA BJÖRKE FÖRSAMLING,158102000,1
VÄNE ÅSAKA FÖRSAMLING,158103000,1
GÄRDHEMS FÖRSAMLING,158104000,1
UPPHÄRADS FÖRSAMLING,158105000,0
ROMMELE FÖRSAMLING,158106000,0
FORS FÖRSAMLING P LÄN,158107000,1
LAGMANSEREDS FÖRSAMLING,158108000,0
ALINGSÅS STADSFÖRSAMLING,158201001,0
RÖDENE FÖRSAMLING,158201002,0
BÄLINGE FÖRSAMLING P LÄN,158201003,0
ALINGSÅS LANDSFÖRSAMLING,158201005,0
STORA MELLBY FÖRSAMLING,158205000,0
MAGRA FÖRSAMLING,158206000,0
LÅNGAREDS FÖRSAMLING,158207000,0
ERSKA FÖRSAMLING,158208000,0
HEMSJÖ FÖRSAMLING,158209000,0
ÖDENÄS FÖRSAMLING,158210000,0
BORÅS FÖRSAMLING,158301003,0
BRÄMHULTS FÖRSAMLING,158303000,0
RÅNGEDALA FÖRSAMLING,158304000,0
ÄSPEREDS FÖRSAMLING,158305000,0
TOARPS FÖRSAMLING,158306000,0
DANNIKE FÖRSAMLING,158307000,0
LJUSHULTS FÖRSAMLING,158308000,0
GINGRI FÖRSAMLING,158309000,0
TÄRBY FÖRSAMLING,158310000,0
FRISTADS FÖRSAMLING,158311000,0
BORGSTENA FÖRSAMLING,158312000,0
TÄMTA FÖRSAMLING,158313000,0
VÄNGA FÖRSAMLING,158314000,0
BREDAREDS FÖRSAMLING,158315000,0
SANDHULTS FÖRSAMLING,158316000,0
TÖLLSJÖ FÖRSAMLING,158317000,0
BOLLEBYGD FÖRSAMLING,158318000,0
SEGLORA FÖRSAMLING,158319000,0
KINNARUMMA FÖRSAMLING,158320000,0
ULRICEHAMNS FÖRSAMLING,158401000,0
BRUNNS FÖRSAMLING,158401002,0
VISTS FÖRSAMLING P LÄN,158401003,0
KÄRRÅKRA FÖRSAMLING,158402000,0
MÖNE FÖRSAMLING,158404000,0
SÖDRA VÅNGA FÖRSAMLING,158404002,0
HÄLLSTADS FÖRSAMLING,158405000,0
MURUMS FÖRSAMLING,158406000,0
FÄNNESLUNDA FÖRSAMLING,158408000,0
GROVARE FÖRSAMLING,158408002,0
HÄRNA FÖRSAMLING,158409000,0
SÖDRA VINGS FÖRSAMLING,158410000,0
VARNUMS FÖRSAMLING,158411000,0
SÖDRA SÄMS FÖRSAMLING,158412000,0
FINNEKUMLA FÖRSAMLING,158413000,0
TVÄRREDS FÖRSAMLING,158414000,0
MARBÄCKS FÖRSAMLING P LÄN,158415000,0
GÄLLSTADS FÖRSAMLING,158416000,0
GRÖNAHÖGS FÖRSAMLING,158417000,0
STRÄNGSEREDS FÖRSAMLING,158418000,0
GULLEREDS FÖRSAMLING,158419000,0
HÖSSNA FÖRSAMLING,158420000,0
LIAREDS FÖRSAMLING,158421000,0
KÖLINGAREDS FÖRSAMLING,158422000,0
KNÄTTE FÖRSAMLING,158423000,0
BÖNE FÖRSAMLING,158424000,0
KÖLABY FÖRSAMLING,158425000,0
HUMLA FÖRSAMLING,158426000,0
BLIDSBERGS FÖRSAMLING,158427000,0
DALUMS FÖRSAMLING,158428000,0
TIMMELE FÖRSAMLING,158429000,0
ÅMÅLS STADSFÖRSAMLING,158501002,0
ÅMÅLS LANDSFÖRSAMLING,158501003,0
MO FÖRSAMLING P LÄN,158503000,0
TÖSSE MED TYDJE FÖRSAMLING,158504000,0
ÅNIMSKOGS FÖRSAMLING,158505000,0
FRÖSKOGS FÖRSAMLING,158506000,0
EDSLESKOGS FÖRSAMLING,158507000,0
TÄNGS FÖRSAMLING,160201000,0
HÅLE FÖRSAMLING,160202000,0
SÄRESTADS FÖRSAMLING,160203000,1
FLAKEBERGS FÖRSAMLING,160204000,1
BJÄRBY FÖRSAMLING,160205000,1
ÅS FÖRSAMLING R LÄN,160206000,1
