parish_name,parish_code,ever_iline
STENBERGA FÖRSAMLING,68512000,0
SKIRÖ FÖRSAMLING,68513000,0
NYE FÖRSAMLING,68514000,0
ALSEDA FÖRSAMLING,68515000,0
ÖKNA FÖRSAMLING,68516000,0
KARLSTORPS FÖRSAMLING,68517000,0
SKEDE FÖRSAMLING,68518000,0
BJÖRKÖ FÖRSAMLING,68519000,0
NÄVELSJÖ FÖRSAMLING,68520000,0
LANNASKEDE FÖRSAMLING,68521000,0
MYRESJÖ FÖRSAMLING,68522000,0
EKSJÖ STADSFÖRSAMLING,68601001,0
EKSJÖ LANDSFÖRSAMLING,68601002,0
HÄSSLEBY FÖRSAMLING,68602000,0
KRÅKSHULTS FÖRSAMLING,68603000,0
BELLÖ FÖRSAMLING,68604000,0
INGATORPS FÖRSAMLING,68605000,0
HULTS FÖRSAMLING,68606000,0
EDSHULTS FÖRSAMLING,68607000,0
MELLBY FÖRSAMLING F LÄN,68608000,0
HÖREDA FÖRSAMLING,68609000,0
SÄBY FÖRSAMLING F LÄN,68701000,0
ADELÖVS FÖRSAMLING,68702000,0
LINDERÅS FÖRSAMLING,68703000,0
ÅSEDA FÖRSAMLING,76001000,0
HERRÅKRA FÖRSAMLING,76002000,0
LENHOVDA FÖRSAMLING,76003000,0
NOTTEBÄCKS FÖRSAMLING,76004000,0
ÄLGHULTS FÖRSAMLING,76005000,0
HOVMANTORPS FÖRSAMLING,76102000,0
EKEBERGA FÖRSAMLING,76103000,0
LJUDERS FÖRSAMLING,76104000,0
TINGSÅS FÖRSAMLING,76301000,0
ALMUNDSRYDS FÖRSAMLING,76302000,0
ÄLMEBODA FÖRSAMLING,76303000,0
LINNERYDS FÖRSAMLING,76304000,0
SÖDRA SANDSJÖ FÖRSAMLING,76305000,0
VÄCKELSÅNGS FÖRSAMLING,76306000,0
URSHULTS FÖRSAMLING,76307000,0
ALVESTA FÖRSAMLING,76401000,0
LEKARYDS FÖRSAMLING,76402000,0
HÄRLÖVS FÖRSAMLING,76403000,0
HJORTSBERGA FÖRSAMLING,76404001,0
KVENNEBERGA FÖRSAMLING,76404002,0
MOHEDA FÖRSAMLING,76405000,0
SLÄTTHÖGS FÖRSAMLING,76406000,0
MISTELÅS FÖRSAMLING,76407000,0
BLÄDINGE FÖRSAMLING,76408000,0
VISLANDA FÖRSAMLING,76409000,0
SKATELÖVS FÖRSAMLING,76410000,0
VÄSTRA TORSÅS FÖRSAMLING,76411000,0
HÄRLUNDA FÖRSAMLING G LÄN,76502000,0
VIRESTADS FÖRSAMLING,76503000,0
STENBROHULTS FÖRSAMLING,76504000,0
GÖTERYDS FÖRSAMLING,76505000,0
PJÄTTERYDS FÖRSAMLING,76506000,0
HALLARYDS FÖRSAMLING,76507000,0
MARKARYDS FÖRSAMLING,76701000,0
HINNERYDS FÖRSAMLING,76702000,0
TRARYDS FÖRSAMLING,76703000,0
VÄXJÖ STADSFÖRSAMLING,78001001,0
VÄXJÖ LANDSFÖRSAMLING,78001002,0
FURUBY FÖRSAMLING,78002000,0
SJÖSÅS FÖRSAMLING,78003000,0
HORNARYDS FÖRSAMLING,78004000,0
DREVS FÖRSAMLING,78005000,0
DÄDESJÖ FÖRSAMLING,78006000,0
HEMMESJÖ MED TEGNABY FÖRSAMLING,78007000,0
ÖSTRA TORSÅS FÖRSAMLING,78008000,0
NÖBBELE FÖRSAMLING,78009000,0
URÅSA FÖRSAMLING,78010000,0
JÄTS FÖRSAMLING,78011000,0
KALVSVIKS FÖRSAMLING,78012000,0
TÄVELSÅS FÖRSAMLING,78013000,0
DÄNNINGELANDA FÖRSAMLING,78014000,0
VEDERSLÖVS FÖRSAMLING,78015000,0
ÖJA FÖRSAMLING G LÄN,78016000,0
BERGUNDA FÖRSAMLING,78017000,0
ÖJABY FÖRSAMLING,78018000,0
TJUREDA FÖRSAMLING,78019000,0
GÅRDSBY FÖRSAMLING,78020000,0
SÖRABY FÖRSAMLING,78021000,0
TOLGS FÖRSAMLING,78022000,0
ASA FÖRSAMLING,78023000,0
ANEBODA FÖRSAMLING,78024000,0
BERGS FÖRSAMLING G LÄN,78025000,0
ORMESBERGA FÖRSAMLING,78026000,0
ÖRS FÖRSAMLING G LÄN,78027000,0
LJUNGBY FÖRSAMLING G LÄN,78101000,0
AGUNNARYDS FÖRSAMLING,78102000,0
RYSSBY FÖRSAMLING G LÄN,78103000,0
TUTARYDS FÖRSAMLING,78104000,0
SÖDRA LJUNGA FÖRSAMLING,78105000,0
HAMNEDA FÖRSAMLING,78106000,0
KÅNNA FÖRSAMLING,78107000,0
BERGA FÖRSAMLING G LÄN,78108000,0
DÖRARPS FÖRSAMLING,78109000,0
VITTARYDS FÖRSAMLING,78110000,0
ANGELSTADS FÖRSAMLING,78111000,0
ANNERSTADS FÖRSAMLING,78112000,0
NÖTTJA FÖRSAMLING,78113000,0
TORPA FÖRSAMLING G LÄN,78114000,0
VRÅ FÖRSAMLING,78115000,0
LIDHULTS FÖRSAMLING,78116000,0
ODENSJÖ FÖRSAMLING,78117000,0
BOLMSÖ FÖRSAMLING,78118000,0
TANNÅKERS FÖRSAMLING,78119000,0
FÅGELFORS FÖRSAMLING,82101000,0
HÖGSBY FÖRSAMLING,82102000,0
LÅNGEMÅLA FÖRSAMLING,82103000,0
FAGERHULTS FÖRSAMLING,82104000,0
GULLABO FÖRSAMLING,83401000,0
TORSÅS FÖRSAMLING,83402000,0
SÖDERÅKRA FÖRSAMLING,83471000,0
VICKLEBY FÖRSAMLING,84001000,0
RESMO FÖRSAMLING,84002000,0
MÖRBYLÅNGA FÖRSAMLING,84003000,0
STENÅSA FÖRSAMLING,84004000,0
HULTERSTADS FÖRSAMLING,84005000,0
KASTLÖSA FÖRSAMLING,84006000,0
SMEDBY FÖRSAMLING,84007000,0
SÖDRA MÖCKLEBY FÖRSAMLING,84008000,0
SEGERSTADS FÖRSAMLING H LÄN,84009000,0
GRÄSGÅRDS FÖRSAMLING,84010000,0
VENTLINGE FÖRSAMLING,84011000,0
ÅS FÖRSAMLING H LÄN,84012000,0
GLÖMMINGE FÖRSAMLING,84013000,0
ALGUTSRUMS FÖRSAMLING,84014000,0
TORSLUNDA FÖRSAMLING,84015000,0
NORRA MÖCKLEBY FÖRSAMLING,84016000,0
GÅRDBY FÖRSAMLING,84017000,0
SANDBY FÖRSAMLING,84018000,0
LÖNNEBERGA FÖRSAMLING,86002000,0
MÅLILLA MED GÅRDVEDA FÖRSAMLING,86003000,0
JÄREDA FÖRSAMLING,86004000,0
VIRSERUMS FÖRSAMLING,86005000,0
VENA FÖRSAMLING,86006000,0
TVETA FÖRSAMLING H LÄN,86007000,0
MÖRLUNDA FÖRSAMLING,86008000,0
MÖNSTERÅS FÖRSAMLING,86101000,0
FLISERYDS FÖRSAMLING,86102000,0
ÅLEMS FÖRSAMLING,86103000,0
VISSEFJÄRDA FÖRSAMLING,86202000,0
ALGUTSBODA FÖRSAMLING,86203000,0
LÅNGASJÖ FÖRSAMLING,86204000,0
KALMAR STADSFÖRSAMLING,88001001,0
KALMAR LANDSFÖRSAMLING,88001002,0
KLÄCKEBERGA FÖRSAMLING,88002000,0
DÖRBY FÖRSAMLING,88003000,0
HOSSMO FÖRSAMLING,88004000,0
RYSSBY FÖRSAMLING H LÄN,88005000,0
ÅBY FÖRSAMLING,88006000,0
FÖRLÖSA FÖRSAMLING,88007000,0
LJUNGBY FÖRSAMLING H LÄN,88008000,0
HAGBY FÖRSAMLING H LÄN,88009000,0
VOXTORPS FÖRSAMLING H LÄN,88010000,0
HALLTORPS FÖRSAMLING,88011000,0
ARBY FÖRSAMLING,88012000,0
MORTORPS FÖRSAMLING,88013000,0
KARLSLUNDA FÖRSAMLING,88014000,0
KRÅKSMÅLA FÖRSAMLING,88102000,0
BÄCKEBO FÖRSAMLING,88103000,0
KRISTVALLA FÖRSAMLING,88104000,0
MADESJÖ FÖRSAMLING,88105000,0
ÖRSJÖ FÖRSAMLING H LÄN,88106000,0
SANKT SIGFRIDS FÖRSAMLING,88107000,0
OSKARS FÖRSAMLING,88108000,0
HÄLLEBERGA FÖRSAMLING,88109000,0
OSKARSHAMNS FÖRSAMLING,88201000,0
KRISTDALA FÖRSAMLING,88204000,0
DÖDERHULTS FÖRSAMLING,88271000,0
MISTERHULTS FÖRSAMLING,88272000,0
VÄSTERVIKS FÖRSAMLING,88301000,0
TÖRNSFALLS FÖRSAMLING,88302000,0
GLADHAMMARS FÖRSAMLING,88303000,0
VÄSTRUMS FÖRSAMLING,88304000,0
UKNA FÖRSAMLING,88305000,0
DALHEMS FÖRSAMLING H LÄN,88306000,0
VÄSTRA EDS FÖRSAMLING,88308000,0
LOFTAHAMMARS FÖRSAMLING,88309000,0
LOFTA FÖRSAMLING,88310000,0
GAMLEBY FÖRSAMLING,88311000,0
ODENSVI FÖRSAMLING H LÄN,88312000,0
HALLINGEBERGS FÖRSAMLING,88314000,0
HJORTEDS FÖRSAMLING,88315000,0
BLACKSTADS FÖRSAMLING,88316000,0
VIMMERBY STADSFÖRSAMLING,88401001,0
VIMMERBY LANDSFÖRSAMLING,88401002,0
RUMSKULLA FÖRSAMLING,88403000,0
PELARNE FÖRSAMLING,88404000,0
FRÖDINGE FÖRSAMLING,88405000,0
LOCKNEVI FÖRSAMLING,88406000,0
DJURSDALA FÖRSAMLING,88407000,0
SÖDRA VI FÖRSAMLING,88408000,0
TUNA FÖRSAMLING H LÄN,88409000,0
BORGHOLMS FÖRSAMLING,88501000,0
FÖRA FÖRSAMLING,88502000,0
ALBÖKE FÖRSAMLING,88503000,0
LÖTS FÖRSAMLING H LÄN,88504000,0
EGBY FÖRSAMLING,88505000,0
BREDSÄTRA FÖRSAMLING,88506000,0
KÖPINGS FÖRSAMLING H LÄN,88507000,0
RÄPPLINGE FÖRSAMLING,88508000,0
HÖGSRUMS FÖRSAMLING,88509000,0
GÄRDSLÖSA FÖRSAMLING,88510000,0
LÅNGLÖTS FÖRSAMLING,88511000,0
RUNSTENS FÖRSAMLING,88512000,0
BÖDA FÖRSAMLING,88513000,0
HÖGBY FÖRSAMLING H LÄN,88514000,0
KÄLLA FÖRSAMLING,88515000,0
PERSNÄS FÖRSAMLING,88516000,0
VISBY STADSFÖRSAMLING,98001003,0
VISBY LANDSFÖRSAMLING,98001005,0
OTHEMS FÖRSAMLING,98002000,0
BOGE FÖRSAMLING,98003000,0
FÅRÖ FÖRSAMLING,98004000,0
BUNGE FÖRSAMLING,98005000,0
RUTE FÖRSAMLING,98006000,0
FLERINGE FÖRSAMLING,98007000,0
HALLS FÖRSAMLING,98008000,0
HANGVARS FÖRSAMLING,98009000,0
LÄRBRO FÖRSAMLING,98010000,0
HELLVI FÖRSAMLING,98011000,0
BÄLS FÖRSAMLING,98012000,0
HEJNUMS FÖRSAMLING,98013000,0
TINGSTÄDE FÖRSAMLING,98014000,0
STENKYRKA FÖRSAMLING I LÄN,98015000,0
LUMMELUNDA FÖRSAMLING,98016000,0
MARTEBO FÖRSAMLING,98017000,0
VÄSKINDE FÖRSAMLING,98018000,0
BRO FÖRSAMLING I LÄN,98019000,0
LOKRUME FÖRSAMLING,98020000,0
FOLE FÖRSAMLING,98021000,0
EKEBY FÖRSAMLING I LÄN,98022000,0
KÄLLUNGE FÖRSAMLING,98023000,0
VALLSTENA FÖRSAMLING,98024000,0
GOTHEMS FÖRSAMLING,98025000,0
HÖRSNE MED BARA FÖRSAMLING,98026000,0
NORRLANDA FÖRSAMLING,98027000,0
GANTHEMS FÖRSAMLING,98028000,0
DALHEMS FÖRSAMLING I LÄN,98029000,0
BARLINGBO FÖRSAMLING,98030000,0
ENDRE FÖRSAMLING,98031000,0
HEJDEBY FÖRSAMLING,98032000,0
FOLLINGBO FÖRSAMLING,98033000,0
AKEBÄCKS FÖRSAMLING,98034000,0
ROMA FÖRSAMLING,98035000,0
BJÖRKE FÖRSAMLING,98036000,0
VIKLAU FÖRSAMLING,98037000,0
HALLA FÖRSAMLING I LÄN,98038000,0
SJONHEMS FÖRSAMLING,98039000,0
VÄNGE FÖRSAMLING I LÄN,98040000,0
GULDRUPE FÖRSAMLING,98041000,0
BUTTLE FÖRSAMLING,98042000,0
ALA FÖRSAMLING,98043000,0
KRÄKLINGBO FÖRSAMLING,98044000,0
ANGA FÖRSAMLING,98045000,0
GAMMELGARNS FÖRSAMLING,98046000,0
ÖSTERGARNS FÖRSAMLING,98047000,0
VÄSTERHEJDE FÖRSAMLING,98048000,0
TRÄKUMLA FÖRSAMLING,98049000,0
VALLS FÖRSAMLING,98050000,0
ATLINGBO FÖRSAMLING,98051000,0
HOGRÄNS FÖRSAMLING,98052000,0
STENKUMLA FÖRSAMLING,98053000,0
TOFTA FÖRSAMLING I LÄN,98054000,0
ESKELHEMS FÖRSAMLING,98055000,0
VÄSTERGARNS FÖRSAMLING,98056000,0
SANDA FÖRSAMLING,98057000,0
MÄSTERBY FÖRSAMLING,98058000,0
VÄTE FÖRSAMLING,98059000,0
HEJDE FÖRSAMLING,98060000,0
KLINTE FÖRSAMLING,98061000,0
FRÖJELS FÖRSAMLING,98062000,0
EKSTA FÖRSAMLING,98063000,0
SPROGE FÖRSAMLING,98064000,0
ARDRE FÖRSAMLING,98065000,0
ALSKOGS FÖRSAMLING,98066000,0
GARDE FÖRSAMLING,98067000,0
ETELHEMS FÖRSAMLING,98068000,0
LYE FÖRSAMLING,98069000,0
LAU FÖRSAMLING,98070000,0
NÄRS FÖRSAMLING,98071000,0
BURS FÖRSAMLING,98072000,0
STÅNGA FÖRSAMLING,98073000,0
LOJSTA FÖRSAMLING,98074000,0
LINDE FÖRSAMLING,98075000,0
HEMSE FÖRSAMLING,98076000,0
RONE FÖRSAMLING,98077000,0
ALVA FÖRSAMLING,98078000,0
FARDHEMS FÖRSAMLING,98079000,0
GERUMS FÖRSAMLING,98080000,0
LEVIDE FÖRSAMLING,98081000,0
SILTE FÖRSAMLING,98082000,0
HABLINGBO FÖRSAMLING,98083000,0
HAVDHEMS FÖRSAMLING,98084000,0
EKE FÖRSAMLING,98085000,0
GRÖTLINGBO FÖRSAMLING,98086000,0
NÄS FÖRSAMLING I LÄN,98087000,0
FIDE FÖRSAMLING,98088000,0
ÖJA FÖRSAMLING I LÄN,98089000,0
HAMRA FÖRSAMLING I LÄN,98090000,0
VAMLINGBO FÖRSAMLING,98091000,0
SUNDRE FÖRSAMLING,98092000,0
KYRKHULTS FÖRSAMLING,106003000,0
JÄMSHÖGS FÖRSAMLING,106071000,0
KARLSKRONA STADSFÖRSAMLING,108001000,0
TJURKÖ FÖRSAMLING,108001002,0
ASPÖ FÖRSAMLING K LÄN,108004000,0
LÖSENS FÖRSAMLING,108005000,0
AUGERUMS FÖRSAMLING,108006000,0
KRISTIANOPELS FÖRSAMLING,108008000,0
JÄMJÖ FÖRSAMLING,108009000,0
TORHAMNS FÖRSAMLING,108010000,0
STURKÖ FÖRSAMLING,108011000,0
RAMDALA FÖRSAMLING,108012000,0
RÖDEBY FÖRSAMLING,108014000,0
FRIDLEVSTADS FÖRSAMLING,108015000,0
SILLHÖVDA FÖRSAMLING,108016000,0
TVINGS FÖRSAMLING,108017000,0
NÄTTRABY FÖRSAMLING,108018000,0
HASSLÖ FÖRSAMLING,108019000,0
BACKARYDS FÖRSAMLING,108103000,0
ÖLJEHULTS FÖRSAMLING,108104000,0
ERINGSBODA FÖRSAMLING,108105000,0
FÖRKÄRLA FÖRSAMLING,108106000,0
LISTERBY FÖRSAMLING,108107000,0
EDESTADS FÖRSAMLING,108108000,0
HJORTSBERGA FÖRSAMLING,108109000,0
BRÄKNE HOBY FÖRSAMLING,108110000,0
RONNEBY FÖRSAMLING,108171000,0
KARLSHAMNS FÖRSAMLING,108201000,0
RINGAMÅLA FÖRSAMLING,108202000,0
HÄLLARYDS FÖRSAMLING,108203000,0
ÅRYDS FÖRSAMLING,108204000,0
ASARUMS FÖRSAMLING,108205000,0
MÖRRUMS FÖRSAMLING,108206000,0
ELLEHOLMS FÖRSAMLING,108207000,0
SÖLVESBORGS FÖRSAMLING,108301000,0
SÖLVESBORGS LANDSFÖRSAMLING,108301001,0
GAMMALSTORPS FÖRSAMLING,108302000,0
YSANE FÖRSAMLING,108303000,0
MJÄLLBY FÖRSAMLING,108304000,0
KNISLINGE FÖRSAMLING,112101000,0
GRYTS FÖRSAMLING L LÄN,112102000,0
KVIINGE FÖRSAMLING,112103000,0
HJÄRSÅS FÖRSAMLING,112104000,0
EMMISLÖVS FÖRSAMLING,112105000,0
ÖSTRA BROBY FÖRSAMLING,112106000,0
GLIMÅKRA FÖRSAMLING,112107000,0
ÖRKELLJUNGA FÖRSAMLING,113701000,0
RYA FÖRSAMLING,113702000,0
SKÅNES FAGERHULTS FÖRSAMLING,113703000,0
ULLSTORPS FÖRSAMLING,116001000,0
BENESTADS FÖRSAMLING,116002000,0
RAMSÅSA FÖRSAMLING,116003000,0
TRYDE FÖRSAMLING,116004000,0
SPJUTSTORPS FÖRSAMLING,116006000,0
TRANÅS FÖRSAMLING,116007000,0
ONSLUNDA FÖRSAMLING,116008000,0
SMEDSTORPS FÖRSAMLING,116009000,0
KVERRESTADS FÖRSAMLING,116010000,0
ELJARÖDS FÖRSAMLING,116011000,0
FÅGELTOFTA FÖRSAMLING,116012000,0
ANDRARUMS FÖRSAMLING,116013000,0
BRÖSARPS FÖRSAMLING,116014000,0
ÖSTRA INGELSTADS FÖRSAMLING,116015000,0
BOLLERUPS FÖRSAMLING,116016000,0
TOSTERUPS FÖRSAMLING,116017000,0
ÖVRABY FÖRSAMLING L LÄN,116018000,0
IVETOFTA FÖRSAMLING,116201000,0
GUALÖVS FÖRSAMLING,116202000,0
NÄSUMS FÖRSAMLING,116203000,0
OSBY FÖRSAMLING,116301000,0
ÖRKENEDS FÖRSAMLING,116302000,0
LOSHULTS FÖRSAMLING,116303000,0
VISSELTOFTA FÖRSAMLING,116304000,0
PERSTORPS FÖRSAMLING,116501000,0
ODERLJUNGA FÖRSAMLING,116501002,0
KLIPPANS FÖRSAMLING,116601000,0
VEDBY FÖRSAMLING,116602000,0
VÄSTRA SÖNNARSLÖVS FÖRSAMLING,116603000,0
FÄRINGTOFTA FÖRSAMLING,116604000,0
RISEBERGA FÖRSAMLING,116605000,0
ÖSTRA LJUNGBY FÖRSAMLING,116607000,0
KÄLLNA FÖRSAMLING,116607002,0
BJÖRNEKULLA FÖRSAMLING,116701000,0
VÄSTRA BROBY FÖRSAMLING,116702000,0
KVIDINGE FÖRSAMLING,116703000,0
BÅSTADS FÖRSAMLING,116801000,0
FÖRSLÖVS FÖRSAMLING,116802000,0
GREVIE FÖRSAMLING,116803000,0
VÄSTRA KARUPS FÖRSAMLING,116804000,0
HOVS FÖRSAMLING L LÄN,116805000,0
TOREKOVS FÖRSAMLING,116806000,0
ÖSTRA KARUPS FÖRSAMLING,116807000,0
KRISTIANSTADS HELIGA TREFALDIGHETS FÖRSAMLING,118001000,0
NORRA ÅSUMS FÖRSAMLING,118002000,0
ÄSPHULTS FÖRSAMLING,118003000,0
DJURRÖDS FÖRSAMLING,118004000,0
TRÄNE FÖRSAMLING,118005000,0
SKEPPARSLÖVS FÖRSAMLING,118006000,0
VÄ FÖRSAMLING,118007000,0
KÖPINGE FÖRSAMLING,118008000,0
NOSABY FÖRSAMLING,118009000,0
FJÄLKESTADS FÖRSAMLING,118010000,0
ÖSTERSLÖVS FÖRSAMLING,118011000,0
NORRA STRÖ FÖRSAMLING,118012000,0
ÖNNESTADS FÖRSAMLING,118013000,0
FÄRLÖVS FÖRSAMLING,118014000,0
ÅHUS FÖRSAMLING,118015000,0
ÖSTRA SÖNNARSLÖVS FÖRSAMLING,118016000,0
EVERÖDS FÖRSAMLING,118017000,0
LYNGSJÖ FÖRSAMLING,118018000,0
RINKABY FÖRSAMLING L LÄN,118019000,0
NYMÖ FÖRSAMLING,118020000,0
TROLLE LJUNGBY FÖRSAMLING,118021000,0
IVÖ FÖRSAMLING,118022000,0
KIABY FÖRSAMLING,118023000,0
FJÄLKINGE FÖRSAMLING,118024000,0
GUSTAV ADOLFS FÖRSAMLING L LÄN,118025000,0
MAGLEHEMS FÖRSAMLING,118026000,0
HÖRRÖDS FÖRSAMLING,118027000,0
HUARÖDS FÖRSAMLING,118028000,0
DEGEBERGA FÖRSAMLING,118029000,0
VITTSKÖVLE FÖRSAMLING,118030000,0
ÖSTRA VRAMS FÖRSAMLING,118031000,0
VÄSTRA VRAMS FÖRSAMLING,118032000,0
LINDERÖDS FÖRSAMLING,118033000,0
VÅNGA FÖRSAMLING L LÄN,118034000,0
OPPMANNA FÖRSAMLING,118035000,0
SIMRISHAMNS FÖRSAMLING,118101000,0
SIMRIS FÖRSAMLING,118102000,0
ÖSTRA NÖBBELÖVS FÖRSAMLING,118103000,0
JÄRRESTADS FÖRSAMLING,118104000,0
GLADSAXS FÖRSAMLING,118105000,0
ÖSTRA HOBY FÖRSAMLING,118106000,0
BORRBY FÖRSAMLING,118107000,0
BOLSHÖGS FÖRSAMLING,118108000,0
ÖSTRA TOMMARPS FÖRSAMLING,118109000,0
ÖSTRA VEMMERLÖVS FÖRSAMLING,118110000,0
STIBY FÖRSAMLING,118111000,0
RAVLUNDA FÖRSAMLING,118112000,0
ÖSTRA HERRESTADS FÖRSAMLING,118113000,0
HANNAS FÖRSAMLING,118114000,0
HAMMENHÖGS FÖRSAMLING,118115000,0
VALLBY FÖRSAMLING L LÄN,118116000,0
SANKT OLOFS FÖRSAMLING L LÄN,118117000,0
RÖRUMS FÖRSAMLING,118118000,0
SÖDRA MELLBY FÖRSAMLING,118119000,0
VITABY FÖRSAMLING,118120000,0
ÄNGELHOLMS FÖRSAMLING,118201000,0
REBBELBERGA FÖRSAMLING,118202000,0
HÖJA FÖRSAMLING,118203000,0
TÅSSJÖ FÖRSAMLING,118204000,0
MUNKA LJUNGBY FÖRSAMLING,118205000,0
STRÖVELSTORPS FÖRSAMLING,118206000,0
AUSÅS FÖRSAMLING,118207000,0
STARBY FÖRSAMLING,118208000,0
BARKÅKRA FÖRSAMLING,118209000,0
TÅSTARPS FÖRSAMLING,118210000,0
HJÄRNARPS FÖRSAMLING,118211000,0
ÖSSJÖ FÖRSAMLING,118212000,0
IGNABERGA FÖRSAMLING,118302000,0
STOBY FÖRSAMLING,118303000,0
NORRA SANDBY FÖRSAMLING,118304000,0
VINSLÖVS FÖRSAMLING,118305000,0
GUMLÖSA FÖRSAMLING,118306000,0
SÖRBY FÖRSAMLING L LÄN,118307000,0
NÄVLINGE FÖRSAMLING,118308000,0
HÄSTVEDA FÖRSAMLING,118309000,0
FARSTORPS FÖRSAMLING,118310000,0
VERUMS FÖRSAMLING,118311000,0
VITTSJÖ FÖRSAMLING,118312000,0
NORRA ÅKARPS FÖRSAMLING,118313000,0
VANKIVA FÖRSAMLING,118314000,0
NORRA MELLBY FÖRSAMLING,118315000,0
HÄGLINGE FÖRSAMLING,118316000,0
BRÖNNESTADS FÖRSAMLING,118317000,0
MATTERÖDS FÖRSAMLING,118318000,0
FINJA FÖRSAMLING,118319000,0
HÖRJA FÖRSAMLING,118320000,0
RÖKE FÖRSAMLING,118321000,0
VÄSTRA TORUPS FÖRSAMLING,118322000,0
TIRUPS FÖRSAMLING,121401000,0
SVALÖVS FÖRSAMLING,121402000,0
FELESTADS FÖRSAMLING,121403000,0
STENESTADS FÖRSAMLING,121404000,0
KÅGERÖDS FÖRSAMLING,121405000,0
HALMSTADS FÖRSAMLING,121406000,0
SIREKÖPINGE FÖRSAMLING,121407000,0
BILLEBERGA FÖRSAMLING,121408000,0
KÄLLS NÖBBELÖVS FÖRSAMLING,121409000,0
NORRA SKRÄVLINGE FÖRSAMLING,121410000,0
NORRVIDINGE FÖRSAMLING,121411000,0
KONGA FÖRSAMLING,121412000,0
RÖSTÅNGA FÖRSAMLING,121413000,0
ASKS FÖRSAMLING M LÄN,121414000,0
TORRLÖSA FÖRSAMLING,121415000,0
ESARPS FÖRSAMLING,123001000,0
KYRKHEDDINGE FÖRSAMLING,123002000,0
BJÄLLERUPS FÖRSAMLING,123003000,0
KNÄSTORPS FÖRSAMLING,123004000,0
UPPÅKRA FÖRSAMLING,123006000,0
FLACKARPS FÖRSAMLING,123006002,0
BRÅGARPS FÖRSAMLING,123007001,0
NEVISHÖGS FÖRSAMLING,123007002,0
MÖLLEBERGA FÖRSAMLING,123009000,0
SÄRSLÖVS FÖRSAMLING,123010000,0
GÖRSLÖVS FÖRSAMLING,123011000,0
TOTTARPS FÖRSAMLING,123012000,0
BURLÖVS FÖRSAMLING,123101000,0
GESSIE FÖRSAMLING,123301000,0
ESKILSTORPS FÖRSAMLING,123302000,0
HÖKÖPINGE FÖRSAMLING,123303000,0
VELLINGE FÖRSAMLING,123304000,0
SKANÖRS FÖRSAMLING,123305000,0
FALSTERBO FÖRSAMLING,123306000,0
HÅSLÖVS FÖRSAMLING,123307000,0
STORA HAMMARS FÖRSAMLING,123308000,0
RÄNGS FÖRSAMLING,123309000,0
SÖDRA ÅKARPS FÖRSAMLING,123310000,0
MELLAN GREVIE FÖRSAMLING,123311000,0
ÖSTRA GREVIE FÖRSAMLING,123312000,0
VÄSTRA INGELSTADS FÖRSAMLING,123313000,0
ARRIE FÖRSAMLING,123314000,0
BJUVS FÖRSAMLING,126001000,0
RISEKATSLÖSA FÖRSAMLING,126002000,0
NORRA VRAMS FÖRSAMLING,126003000,0
EKEBY FÖRSAMLING M LÄN,126004000,0
KÄVLINGE FÖRSAMLING,126101000,0
DAGSTORPS FÖRSAMLING,126102000,0
VÄSTRA KARABY FÖRSAMLING,126103000,0
LACKALÄNGA FÖRSAMLING,126104000,0
STÄVIE FÖRSAMLING,126105000,0
SÖDERVIDINGE FÖRSAMLING,126106000,0
VIRKE FÖRSAMLING,126107000,0
LILLA HARRIE FÖRSAMLING,126108000,0
STORA HARRIE FÖRSAMLING,126109000,0
HOFTERUPS FÖRSAMLING,126110000,0
BARSEBÄCKS FÖRSAMLING,126111000,0
LÖDDEKÖPINGE FÖRSAMLING,126112000,0
HÖGS FÖRSAMLING M LÄN,126113000,0
LOMMA FÖRSAMLING,126201000,0
BORGEBY FÖRSAMLING,126202000,0
FLÄDIE FÖRSAMLING,126203000,0
FJELIE FÖRSAMLING,126204000,0
SVEDALA FÖRSAMLING,126301000,0
BÖRRINGE FÖRSAMLING,126302000,0
VÄSTRA KÄRRSTORPS FÖRSAMLING,126303000,0
TÖRRINGE FÖRSAMLING,126304000,0
BJÄRSHÖGS FÖRSAMLING,126305000,0
SKABERSJÖ FÖRSAMLING,126306000,0
BARA FÖRSAMLING,126307000,0
HYBY FÖRSAMLING,126308000,0
SKURUPS FÖRSAMLING,126401000,0
HASSLE BÖSARPS FÖRSAMLING,126402000,0
SVENSTORPS FÖRSAMLING,126403000,0
VÄSTRA VEMMENHÖGS FÖRSAMLING,126404000,0
ÖSTRA VEMMENHÖGS FÖRSAMLING,126405000,0
SKIVARPS FÖRSAMLING,126406000,0
VÄSTRA NÖBBELÖVS FÖRSAMLING,126407000,0
KATSLÖSA FÖRSAMLING,126408000,0
SOLBERGA FÖRSAMLING M LÄN,126409000,0
ÖRSJÖ FÖRSAMLING M LÄN,126410000,0
SLIMMINGE FÖRSAMLING,126411000,0
VILLIE FÖRSAMLING,126412000,0
ILSTORPS FÖRSAMLING,126501000,0
BJÖRKA FÖRSAMLING,126502000,0
SÖDRA ÅSUMS FÖRSAMLING,126503000,0
SÖVDE FÖRSAMLING,126504000,0
BLENTARPS FÖRSAMLING,126505000,0
EVERLÖVS FÖRSAMLING,126506000,0
TOLÅNGA FÖRSAMLING,126507000,0
RÖDDINGE FÖRSAMLING,126508000,0
VANSTADS FÖRSAMLING,126509000,0
